,address_type,agency,agency_name,borough,bridge_highway_direction,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
1386,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-01-18T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-10T00:00:00.000,,,Pothole,,N/A,,,BELL BOULEVARD,CROSS ISLAND PARKWAY,,,QUEENS,Unspecified,2006-01-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3578248
1387,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-01-12T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-11T00:00:00.000,,,Pothole,,N/A,,,FOREST AVENUE,MADISON STREET,,,QUEENS,Unspecified,2006-01-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3578283
1388,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-01-23T00:00:00.000,Unspecified QUEENS,Street Condition,2006-01-10T00:00:00.000,,,Pothole,,N/A,,,CROSS ISLAND PARKWAY,149 STREET,,,QUEENS,Unspecified,2006-01-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3578243
1389,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-01-31T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-31T00:00:00.000,,,Pothole,,N/A,,,CROSS BRONX EXPRESSWAY,RANDALL AVENUE,,,BRONX,Unspecified,2006-01-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3642608
1390,INTERSECTION,DOT,Department of Transportation,BRONX,,,,Unspecified BRONX,Street Condition,2006-10-17T00:00:00.000,,,Wear & Tear,,N/A,,,EAST 138 STREET,3 AVENUE,,,BRONX,Unspecified,2006-10-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3636825
1391,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-12-12T00:00:00.000,Unspecified BRONX,Street Condition,2006-12-12T00:00:00.000,,,Pothole,,N/A,,,EAST 180 STREET,PARK AVENUE,,,BRONX,Unspecified,2006-12-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3644081
1392,BLOCKFACE,DOT,Department of Transportation,QUEENS,,WOODSIDE,2006-06-12T00:00:00.000,02 QUEENS,Street Condition,2006-06-09T00:00:00.000,47 AVENUE,QUEENS BOULEVARD,Pothole,,N/A, 59 STREET,11377,,,,,QUEENS,Unspecified,2006-06-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,59 STREET,3587788
1393,BLOCKFACE,DOT,Department of Transportation,Unspecified,,BROOKLYN,2006-01-25T00:00:00.000,0 Unspecified,Street Condition,2006-01-24T00:00:00.000,3 AVENUE,16 STREET,Pothole,,N/A, HAMILTON AVENUE,,,,,,Unspecified,Unspecified,2006-01-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HAMILTON AVENUE,3510942
1394,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-01-25T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-01-24T00:00:00.000,,,Pothole,,N/A,,,HAMILTON AVENUE,SMITH STREET,,,BROOKLYN,Unspecified,2006-01-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3510943
1395,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-01-25T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-01-24T00:00:00.000,,,Pothole,,N/A,,,2 AVENUE,GOWANUS EXPRESSWAY,,,BROOKLYN,Unspecified,2006-01-25T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3510944
1396,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-03-21T00:00:00.000,Unspecified QUEENS,Street Condition,2006-03-20T00:00:00.000,107 AVENUE,109 AVENUE,Pothole,,N/A, VAN WYCK EXPRESSWAY,,,,,,QUEENS,Unspecified,2006-03-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,VAN WYCK EXPRESSWAY,3597022
1397,BLOCKFACE,DOT,Department of Transportation,Unspecified,,QUEENS,2006-03-21T00:00:00.000,0 Unspecified,Street Condition,2006-03-20T00:00:00.000,109 AVENUE,111 AVENUE,Pothole,,N/A, VAN WYCK EXPRESSWAY,,,,,,Unspecified,Unspecified,2006-03-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,VAN WYCK EXPRESSWAY,3597023
1398,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-03-14T00:00:00.000,Unspecified QUEENS,Street Condition,2006-03-13T00:00:00.000,111 STREET,GRAND CENTRAL PARKWAY,Pothole,,N/A, LIRR,,,,,,QUEENS,Unspecified,2006-03-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,LIRR,3587397
1399,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-03-23T00:00:00.000,Unspecified QUEENS,Street Condition,2006-03-22T00:00:00.000,,,Pothole,,N/A,,,QUEENS PLAZA EAST,34 STREET,,,QUEENS,Unspecified,2006-03-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3587445
1400,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-03-06T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-18T00:00:00.000,,,Pothole,,N/A,,,EAST 13 STREET,SHORE PARKWAY,,,BROOKLYN,Unspecified,2006-03-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3512459
1401,BLOCKFACE,DOT,Department of Transportation,QUEENS,,ELMHURST,2006-05-02T00:00:00.000,04 QUEENS,Street Condition,2006-05-01T00:00:00.000,GRAND AVENUE,QUEENS BOULEVARD,Pothole,,N/A, SIMONSON STREET,11373,,,,,QUEENS,Unspecified,2006-05-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SIMONSON STREET,3589228
1402,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-05-24T00:00:00.000,Unspecified QUEENS,Street Condition,2006-05-09T00:00:00.000,,,Pothole,,N/A,,,JACKSON AVENUE,NORTHERN BOULEVARD,,,QUEENS,Unspecified,2006-05-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3594952
1403,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2006-04-06T00:00:00.000,05 BROOKLYN,Street Condition,2006-04-05T00:00:00.000,NEW JERSEY AVENUE,PENNSYLVANIA AVENUE,Pothole,,N/A, COZINE AVENUE,11207,,,,,BROOKLYN,Unspecified,2006-04-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,COZINE AVENUE,3513366
1404,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2006-03-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-15T00:00:00.000,FOSTER AVENUE,PRESTON COURT,Pothole,,N/A, KINGS HIGHWAY,,,,,,BROOKLYN,Unspecified,2006-03-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,KINGS HIGHWAY,3512522
1405,ADDRESS,DOT,Department of Transportation,BROOKLYN,,,2006-04-08T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-07T00:00:00.000,BK QN EXPRESSWAY EXIT NB,,Pothole,,N/A,35 BROOKLYN QNS EXPRESSWAY,,,,,,BROOKLYN,Unspecified,2006-04-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BROOKLYN QNS EXPRESSWAY,3512375
1406,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-03-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-18T00:00:00.000,,,Pothole,,N/A,,,NEPTUNE AVENUE,SURF AVENUE,,,BROOKLYN,Unspecified,2006-03-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3512452
1407,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-04-18T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-10T00:00:00.000,,,Pothole,,N/A,,,EAST NEW YORK AVENUE,SARATOGA AVENUE,,,BROOKLYN,Unspecified,2006-04-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3512402
1408,BLOCKFACE,DOT,Department of Transportation,Unspecified,,BROOKLYN,2006-02-16T00:00:00.000,0 Unspecified,Street Condition,2006-02-15T00:00:00.000,BEND,BRIGHTON 3 STREET,Pothole,,N/A, SHORE PARKWAY,,,,,,Unspecified,Unspecified,2006-02-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SHORE PARKWAY,3512404
1409,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2006-02-16T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-15T00:00:00.000,CENTRE STREET,COURT STREET,Pothole,,N/A, HAMILTON AVENUE,,,,,,BROOKLYN,Unspecified,2006-02-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HAMILTON AVENUE,3512405
1410,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2006-04-11T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-10T00:00:00.000,BEND,SANDS STREET,Pothole,,N/A, NAVY STREET,,,,,,BROOKLYN,Unspecified,2006-04-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,NAVY STREET,3512412
1411,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-05-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-12T00:00:00.000,,,Pothole,,N/A,,,3 AVENUE,48 STREET,,,BROOKLYN,Unspecified,2006-05-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3512418
1412,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-05-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-05T00:00:00.000,,,Pothole,,N/A,,,BRIGHTON 6 STREET,SHORE PARKWAY,,,BROOKLYN,Unspecified,2006-05-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3513358
1413,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-01-14T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-01-13T00:00:00.000,,,Pothole,,N/A,,,4 AVENUE,65 STREET,,,BROOKLYN,Unspecified,2006-01-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3514308
1414,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-05-04T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-12T00:00:00.000,,,Pothole,,N/A,,,COURT STREET,HAMILTON AVENUE,,,BROOKLYN,Unspecified,2006-05-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3512432
1415,BLOCKFACE,DOT,Department of Transportation,Unspecified,,BROOKLYN,2006-04-12T00:00:00.000,0 Unspecified,Street Condition,2006-04-11T00:00:00.000,FLUSHING AVENUE,KENT AVENUE,Pothole,,N/A, WILLIAMSBURG ST WEST,,,,,,Unspecified,Unspecified,2006-04-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WILLIAMSBURG ST WEST,3512443
1416,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2006-04-10T00:00:00.000,,,Pothole,,N/A,,,BELT PARKWAY,OCEAN PARKWAY,,,BROOKLYN,Unspecified,2006-05-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3513373
1417,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-04-10T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-09T00:00:00.000,,,Pothole,,N/A,,,FULTON STREET,MALCOLM X BOULEVARD,,,BROOKLYN,Unspecified,2006-04-10T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3513380
1418,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-04-06T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-05T00:00:00.000,,,Pothole,,N/A,,,FLATBUSH AVENUE,GLENWOOD ROAD,,,BROOKLYN,Unspecified,2006-04-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3514384
1419,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-02-19T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-15T00:00:00.000,,,Pothole,,N/A,,,WILLIAMSBURG PLACE,KENT AVENUE,,,BROOKLYN,Unspecified,2006-02-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3512526
1420,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-01-13T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-01-11T00:00:00.000,,,Pothole,,N/A,,,MEEKER AVENUE,MORGAN AVENUE,,,BROOKLYN,Unspecified,2006-01-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3514314
1421,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-01-19T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-01-15T00:00:00.000,,,Pothole,,N/A,,,J ROBINSON PARKWAY ENTRANCE EB,PENNSYLVANIA AVENUE,,,BROOKLYN,Unspecified,2006-01-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3514317
1422,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2006-01-15T00:00:00.000,,,Wear & Tear,,N/A,,,GUIDER AVENUE,HUBBARD STREET,,,BROOKLYN,Unspecified,2006-01-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3514320
1423,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-04-05T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-04T00:00:00.000,,,Pothole,,N/A,,,3 AVENUE,36 STREET,,,BROOKLYN,Unspecified,2006-04-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3514352
1424,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,,17 BROOKLYN,Street Condition,2006-04-04T00:00:00.000,BEVERLY ROAD,TILDEN AVENUE,Wear & Tear,,N/A, KINGS HIGHWAY,11203,,,,,BROOKLYN,Unspecified,2006-04-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,KINGS HIGHWAY,3514358
1425,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-03-21T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-03-20T00:00:00.000,,,Pothole,,N/A,,,EAST 53 STREET,FLATBUSH AVENUE,,,BROOKLYN,Unspecified,2006-03-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3515292
1426,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-08-22T00:00:00.000,Unspecified QUEENS,Street Condition,2006-08-21T00:00:00.000,BEND,BEND,Pothole,,N/A, BEACH CHANNEL DRIVE,,,,,,QUEENS,Unspecified,2006-08-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BEACH CHANNEL DRIVE,3595937
1427,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-01-31T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-01-17T00:00:00.000,,,Pothole,,N/A,,,3 AVENUE,35 STREET,,,BROOKLYN,Unspecified,2006-01-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3510647
1428,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,,Unspecified BROOKLYN,Street Condition,2006-01-17T00:00:00.000,BRIGHTON 3 STREET,OCEAN PARKWAY,Wear & Tear,,N/A, SHORE PARKWAY,,,,,,BROOKLYN,Unspecified,2006-05-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,SHORE PARKWAY,3510651
1429,BLOCKFACE,DOT,Department of Transportation,Unspecified,,QUEENS,2006-08-21T00:00:00.000,0 Unspecified,Street Condition,2006-08-20T00:00:00.000,73 AVENUE,UNION TURNPIKE,Pothole,,N/A, FRANCIS LEWIS BOULEVARD,,,,,,Unspecified,Unspecified,2006-08-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FRANCIS LEWIS BOULEVARD,3595923
1430,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2006-03-02T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-18T00:00:00.000,PLAZA STREET,PROSPECT PARK,Pothole,,N/A, FLATBUSH AVENUE,,,,,,BROOKLYN,Unspecified,2006-03-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FLATBUSH AVENUE,3512650
1431,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-03-18T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-03-17T00:00:00.000,,,Pothole,,N/A,,,LINDEN BOULEVARD,VAN SINDEREN AVENUE,,,BROOKLYN,Unspecified,2006-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3513443
1432,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-03-18T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-03-17T00:00:00.000,,,Pothole,,N/A,,,LINDEN BOULEVARD,MALTA STREET,,,BROOKLYN,Unspecified,2006-03-18T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3513445
1433,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,,2006-05-03T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-07T00:00:00.000,WILLIAMSBURG ST EAST,WILLIAMSBURG ST WEST,Pothole,,N/A, WYTHE AVENUE,,,,,,BROOKLYN,Unspecified,2006-05-03T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WYTHE AVENUE,3514371
1434,BLOCKFACE,DOT,Department of Transportation,Unspecified,,QUEENS,2006-08-22T00:00:00.000,0 Unspecified,Street Condition,2006-08-21T00:00:00.000,BEACH 105 STREET,BEACH 106 STREET,Pothole,,N/A, ROCKAWAY FREEWAY,,,,,,Unspecified,Unspecified,2006-08-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ROCKAWAY FREEWAY,3595938
1435,BLOCKFACE,DOT,Department of Transportation,BROOKLYN,,BROOKLYN,2006-04-14T00:00:00.000,06 BROOKLYN,Street Condition,2006-04-13T00:00:00.000,4 AVENUE,5 AVENUE,Pothole,,N/A, 10 STREET,11215,,,,,BROOKLYN,Unspecified,2006-04-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,10 STREET,3514409
1436,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-04-20T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-04-15T00:00:00.000,,,Pothole,,N/A,,,5 AVENUE,65 STREET,,,BROOKLYN,Unspecified,2006-04-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3514416
1437,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-03-20T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-03-19T00:00:00.000,,,Pothole,,N/A,,,BROADWAY,HEWES STREET,,,BROOKLYN,Unspecified,2006-03-20T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3515301
1438,INTERSECTION,DOT,Department of Transportation,QUEENS,,,2006-05-15T00:00:00.000,Unspecified QUEENS,Street Condition,2006-05-07T00:00:00.000,,,Pothole,,N/A,,,53 AVENUE,CLEARVIEW EXPRESSWAY,,,QUEENS,Unspecified,2006-05-15T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3590079
1439,BLOCKFACE,DOT,Department of Transportation,QUEENS,,,2006-11-06T00:00:00.000,Unspecified QUEENS,Street Condition,2006-11-05T00:00:00.000,82 STREET,GRND CNTRL PARKWAY EXIT WB,Pothole,,N/A, GRAND CENTRL PARKWAY,,,,,,QUEENS,Unspecified,2006-11-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,GRAND CENTRL PARKWAY,3598717
1440,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-02-19T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-16T00:00:00.000,,,Pothole,,N/A,,,BRIGHTON 6 STREET,SHORE PARKWAY,,,BROOKLYN,Unspecified,2006-02-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3512559
1441,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-02-16T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-15T00:00:00.000,,,Pothole,,N/A,,,HAMILTON AVENUE,SMITH STREET,,,BROOKLYN,Unspecified,2006-02-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3512579
1442,INTERSECTION,DOT,Department of Transportation,BROOKLYN,,,2006-02-19T00:00:00.000,Unspecified BROOKLYN,Street Condition,2006-02-17T00:00:00.000,,,Pothole,,N/A,,,WILLIAMSBURG PLACE,KENT AVENUE,,,BROOKLYN,Unspecified,2006-02-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3512585
